id,income
50001,41466.594079398616
50002,40238.2094966725
50003,39876.082428717484
50004,43190.459544050595
50005,45941.019310902186
50006,47800.62444998134
50007,41587.23017793887
50008,52749.67107761479
50009,43604.089967809894
50010,43276.6146607975
50011,40874.3182140275
50012,41524.0780632449
50013,47186.071364133575
50014,44888.778447015924
50015,43305.03573704083
50016,39271.297270978976
50017,39708.90986746956
50018,56408.48664650199
50019,49048.99844378089
50020,39237.04876178335
50021,43981.92396239442
50022,51538.247140404375
50023,39419.19309822074
50024,48083.34393623789
50025,40001.644413070164
50026,57945.93992735041
50027,39830.003187695154
50028,41971.87396962901
50029,46240.33315548607
50030,49192.67986695393
50031,39187.1845913829
50032,69108.59049945428
50033,39175.60574143951
50034,39337.10029284369
50035,49923.565570965366
50036,60488.13799738411
50037,39817.73760127005
50038,42104.65947833666
50039,40073.273881994806
50040,45698.1853664356
50041,54304.09349761225
50042,52757.32530152645
50043,43468.76958897818
50044,39580.09171458617
50045,39348.69439069308
50046,57236.688382850756
50047,77902.04725976732
50048,40456.73358771322
50049,39175.60574143951
50050,39400.13988169647
50051,40496.04669739487
50052,51870.69270657293
50053,58108.27840606586
50054,48411.149431496386
50055,47673.49507470845
50056,40318.389493738774
50057,46327.04672764372
50058,39277.72553807435
50059,40858.46482949843
50060,44867.565019379734
50061,53950.899079301205
50062,42184.54959316802
50063,49804.751285486804
50064,54896.82213991747
50065,56542.271116494594
50066,41149.608559777116
50067,104524.5765695321
50068,39175.60574143951
50069,39302.946082653754
50070,66748.01012629183
50071,46121.185296662254
50072,42596.95485193132
50073,39175.60574143951
50074,47953.97822773822
50075,39612.91053617217
50076,47175.45436497085
50077,44610.33248400442
50078,46073.14382023334
50079,62490.642089990426
50080,202336.98725305105
50081,45853.49154247249
50082,40749.164267968
50083,41563.62420933335
50084,39175.60574143951
50085,41738.613296224656
50086,39175.60574143951
50087,40321.017862637214
50088,65301.76302604299
50089,72015.64383148261
50090,44697.52808577233
50091,41519.3162066176
50092,43990.49953632263
50093,39175.60574143951
50094,44726.138122937475
50095,43594.12235445594
50096,44768.16339519
50097,39254.808586707026
50098,45237.87753961801
